order_id,order_ts,product_id,quantity,unit_price,order_value,pincode,delivery_hours,on_time,is_returned,order_status,order_date,order_hour,order_dow
ORD100022,2025-09-10 16:16:19,P1002,1,1529.0,1529.0,400012,1.3,1,0,delivered,2025-09-10,16,Wednesday
ORD100023,2025-10-01 03:54:30,P1030,1,839.0,839.0,400018,2.0,1,0,delivered,2025-10-01,3,Wednesday
ORD100024,2025-09-12 13:55:30,P1038,1,539.0,539.0,400002,0.2,1,0,delivered,2025-09-12,13,Friday
ORD100025,2025-09-23 23:44:19,P1001,1,3149.0,3149.0,400006,5.9,1,0,delivered,2025-09-23,23,Tuesday
ORD100026,2025-09-06 13:16:24,P1001,1,3149.0,3149.0,400007,5.2,1,0,delivered,2025-09-06,13,Saturday
ORD100027,2025-09-11 13:56:49,P1018,3,2199.0,6597.0,400010,1.9,1,0,delivered,2025-09-11,13,Thursday
ORD100028,2025-09-13 10:32:43,P1028,1,2999.0,2999.0,400011,2.4,1,0,delivered,2025-09-13,10,Saturday
ORD100029,2025-09-09 03:29:18,P1026,1,3399.0,3399.0,400016,0.4,1,0,delivered,2025-09-09,3,Tuesday
ORD100030,2025-09-30 11:29:40,P1001,2,3149.0,6298.0,400014,2.0,1,1,returned,2025-09-30,11,Tuesday
ORD100031,2025-09-08 22:48:03,P1025,1,764.0,764.0,400020,24.7,0,1,returned,2025-09-08,22,Monday
ORD100032,2025-09-06 05:56:39,P1019,1,899.0,899.0,400013,14.8,1,0,delivered,2025-09-06,5,Saturday
ORD100033,2025-09-02 05:55:03,P1011,2,764.0,1528.0,400016,3.9,1,0,delivered,2025-09-02,5,Tuesday
ORD100034,2025-09-28 22:51:06,P1011,1,764.0,764.0,400007,4.6,1,0,delivered,2025-09-28,22,Sunday
ORD100035,2025-09-19 05:15:51,P1023,1,1274.0,1274.0,400006,0.5,1,0,delivered,2025-09-19,5,Friday
ORD100036,2025-09-10 15:04:15,P1001,2,3149.0,6298.0,400014,7.0,1,0,delivered,2025-09-10,15,Wednesday
ORD100037,2025-09-29 17:50:38,P1011,1,764.0,764.0,400004,4.6,1,0,delivered,2025-09-29,17,Monday
ORD100038,2025-10-01 10:47:25,P1034,1,599.0,599.0,400007,22.4,1,0,delivered,2025-10-01,10,Wednesday
ORD100039,2025-09-05 22:43:25,P1035,1,959.0,959.0,400004,3.5,1,1,returned,2025-09-05,22,Friday
ORD100040,2025-09-30 03:31:48,P1002,1,1529.0,1529.0,400012,3.7,1,0,delivered,2025-09-30,3,Tuesday
ORD100041,2025-09-28 11:21:33,P1007,1,2099.0,2099.0,400011,2.1,1,0,delivered,2025-09-28,11,Sunday
ORD100042,2025-09-02 23:50:56,P1011,1,764.0,764.0,400009,4.9,1,0,delivered,2025-09-02,23,Tuesday
ORD100043,2025-09-26 20:41:35,P1024,1,359.0,359.0,400012,2.0,1,0,delivered,2025-09-26,20,Friday
ORD100044,2025-10-03 02:43:41,P1009,1,1599.0,1599.0,400014,5.7,1,0,delivered,2025-10-03,2,Friday
ORD100045,2025-09-04 08:20:25,P1026,1,3399.0,3399.0,400003,1.9,1,0,delivered,2025-09-04,8,Thursday
ORD100046,2025-10-02 10:26:33,P1024,1,359.0,359.0,400003,2.3,1,0,delivered,2025-10-02,10,Thursday
ORD100047,2025-09-01 14:44:26,P1001,1,3149.0,3149.0,400019,2.6,1,0,delivered,2025-09-01,14,Monday
ORD100048,2025-09-24 19:07:34,P1036,2,2249.0,4498.0,400006,1.2,1,1,returned,2025-09-24,19,Wednesday
ORD100049,2025-09-22 01:05:28,P1035,1,959.0,959.0,400020,4.4,1,0,delivered,2025-09-22,1,Monday
ORD100050,2025-10-01 20:30:37,P1038,2,539.0,1078.0,400010,0.5,1,0,delivered,2025-10-01,20,Wednesday
ORD100051,2025-09-08 10:14:51,P1011,1,764.0,764.0,400020,0.5,1,0,delivered,2025-09-08,10,Monday
ORD100052,2025-09-09 13:12:51,P1035,1,959.0,959.0,400019,1.2,1,0,delivered,2025-09-09,13,Tuesday
ORD100053,2025-10-02 13:50:16,P1039,1,1259.0,1259.0,400016,3.3,1,0,delivered,2025-10-02,13,Thursday
ORD100054,2025-09-30 21:35:23,P1034,1,599.0,599.0,400020,57.7,0,0,delivered,2025-09-30,21,Tuesday
ORD100055,2025-09-24 11:18:55,P1011,2,764.0,1528.0,400017,5.1,1,0,delivered,2025-09-24,11,Wednesday
ORD100056,2025-09-22 03:28:51,P1034,2,599.0,1198.0,400011,46.3,0,0,delivered,2025-09-22,3,Monday
ORD100057,2025-09-14 00:42:12,P1027,1,849.0,849.0,400007,6.1,1,0,delivered,2025-09-14,0,Sunday
ORD100058,2025-09-12 22:01:21,P1034,1,599.0,599.0,400015,20.5,1,0,delivered,2025-09-12,22,Friday
ORD100059,2025-09-14 12:58:29,P1001,1,3149.0,3149.0,400001,5.1,1,0,delivered,2025-09-14,12,Sunday
ORD100060,2025-09-12 20:07:17,P1009,1,1599.0,1599.0,400005,4.1,1,0,delivered,2025-09-12,20,Friday
ORD100061,2025-09-28 15:55:22,P1020,1,359.0,359.0,400015,2.8,1,0,delivered,2025-09-28,15,Sunday
ORD100062,2025-10-03 10:29:45,P1025,1,764.0,764.0,400003,36.9,0,0,delivered,2025-10-03,10,Friday
ORD100063,2025-09-17 07:55:49,P1027,1,849.0,849.0,400016,0.7,1,0,delivered,2025-09-17,7,Wednesday
ORD100064,2025-09-24 23:54:31,P1020,1,359.0,359.0,400004,0.7,1,0,delivered,2025-09-24,23,Wednesday
ORD100065,2025-09-09 19:51:31,P1001,1,3149.0,3149.0,400001,9.4,1,0,delivered,2025-09-09,19,Tuesday
ORD100066,2025-09-11 07:08:15,P1034,1,599.0,599.0,400008,12.0,1,0,delivered,2025-09-11,7,Thursday
ORD100067,2025-09-13 13:00:08,P1008,1,539.0,539.0,400011,1.1,1,0,delivered,2025-09-13,13,Saturday
ORD100068,2025-09-14 13:49:32,P1028,1,2999.0,2999.0,400013,4.0,1,0,delivered,2025-09-14,13,Sunday
ORD100069,2025-09-27 23:32:36,P1008,1,539.0,539.0,400017,2.7,1,0,delivered,2025-09-27,23,Saturday
ORD100070,2025-09-26 01:54:51,P1001,1,3149.0,3149.0,400015,7.8,1,0,delivered,2025-09-26,1,Friday
ORD100071,2025-09-05 03:44:46,P1001,1,3149.0,3149.0,400015,9.1,1,0,delivered,2025-09-05,3,Friday
ORD100072,2025-09-20 17:31:23,P1007,1,2099.0,2099.0,400002,3.5,1,0,delivered,2025-09-20,17,Saturday
ORD100073,2025-09-27 22:49:37,P1001,1,3149.0,3149.0,400015,1.0,1,0,delivered,2025-09-27,22,Saturday
ORD100074,2025-09-24 02:41:19,P1018,2,2199.0,4398.0,400010,0.3,1,0,delivered,2025-09-24,2,Wednesday
ORD100075,2025-09-22 18:09:40,P1027,1,849.0,849.0,400016,2.1,1,0,delivered,2025-09-22,18,Monday
ORD100076,2025-09-05 12:24:54,P1036,1,2249.0,2249.0,400009,3.4,1,0,delivered,2025-09-05,12,Friday
ORD100077,2025-09-11 18:10:42,P1022,2,674.0,1348.0,400017,0.2,1,0,delivered,2025-09-11,18,Thursday
ORD100078,2025-09-12 19:28:15,P1038,2,539.0,1078.0,400019,1.8,1,0,delivered,2025-09-12,19,Friday
ORD100079,2025-10-03 05:34:10,P1011,2,764.0,1528.0,400010,1.8,1,1,returned,2025-10-03,5,Friday
ORD100080,2025-09-18 21:56:23,P1034,1,599.0,599.0,400004,43.1,0,0,delivered,2025-09-18,21,Thursday
ORD100081,2025-09-27 20:50:33,P1034,1,599.0,599.0,400020,22.1,1,0,delivered,2025-09-27,20,Saturday
ORD100082,2025-09-17 16:30:23,P1009,1,1599.0,1599.0,400011,9.0,1,0,delivered,2025-09-17,16,Wednesday
ORD100083,2025-09-27 17:14:56,P1012,1,1599.0,1599.0,400006,2.2,1,0,delivered,2025-09-27,17,Saturday
ORD100084,2025-09-18 01:53:20,P1011,2,764.0,1528.0,400004,2.6,1,0,delivered,2025-09-18,1,Thursday
ORD100085,2025-09-23 00:39:05,P1033,1,1649.0,1649.0,400011,5.2,1,0,delivered,2025-09-23,0,Tuesday
ORD100086,2025-09-15 21:14:30,P1019,2,899.0,1798.0,400019,49.6,0,0,delivered,2025-09-15,21,Monday
ORD100087,2025-09-12 04:35:46,P1000,2,899.0,1798.0,400018,1.1,1,0,delivered,2025-09-12,4,Friday
ORD100088,2025-09-10 08:22:37,P1011,2,764.0,1528.0,400009,3.2,1,0,delivered,2025-09-10,8,Wednesday
ORD100089,2025-09-06 19:17:28,P1014,1,449.0,449.0,400011,8.4,1,0,delivered,2025-09-06,19,Saturday
ORD100090,2025-09-27 00:19:36,P1028,1,2999.0,2999.0,400012,2.2,1,0,delivered,2025-09-27,0,Saturday
ORD100091,2025-09-10 07:09:41,P1018,1,2199.0,2199.0,400019,2.3,1,0,delivered,2025-09-10,7,Wednesday
ORD100092,2025-09-24 12:07:56,P1013,2,1799.0,3598.0,400003,0.5,1,0,delivered,2025-09-24,12,Wednesday
ORD100093,2025-09-29 14:55:06,P1033,1,1649.0,1649.0,400004,2.4,1,0,delivered,2025-09-29,14,Monday
ORD100094,2025-09-29 23:18:41,P1001,1,3149.0,3149.0,400009,4.1,1,0,delivered,2025-09-29,23,Monday
ORD100095,2025-09-05 21:07:17,P1039,1,1259.0,1259.0,400008,3.5,1,0,delivered,2025-09-05,21,Friday
ORD100096,2025-09-15 09:09:07,P1034,2,599.0,1198.0,400007,21.6,1,0,delivered,2025-09-15,9,Monday
ORD100097,2025-09-18 12:27:24,P1023,1,1274.0,1274.0,400009,2.6,1,0,delivered,2025-09-18,12,Thursday
ORD100098,2025-09-15 16:10:02,P1002,1,1529.0,1529.0,400012,1.5,1,0,delivered,2025-09-15,16,Monday
ORD100099,2025-09-26 22:18:44,P1002,1,1529.0,1529.0,400020,1.2,1,0,delivered,2025-09-26,22,Friday
ORD100100,2025-09-14 07:35:45,P1033,1,1649.0,1649.0,400006,2.8,1,0,delivered,2025-09-14,7,Sunday
ORD100101,2025-09-03 15:31:38,P1034,1,599.0,599.0,400020,44.0,0,0,delivered,2025-09-03,15,Wednesday
ORD100102,2025-09-15 04:21:49,P1000,2,899.0,1798.0,400017,1.8,1,0,delivered,2025-09-15,4,Monday
ORD100103,2025-09-07 03:07:34,P1023,2,1274.0,2548.0,400019,3.0,1,0,delivered,2025-09-07,3,Sunday
ORD100104,2025-09-24 19:54:54,P1026,1,3399.0,3399.0,400005,4.1,1,0,delivered,2025-09-24,19,Wednesday
ORD100105,2025-09-01 14:17:24,P1035,1,959.0,959.0,400011,1.5,1,0,delivered,2025-09-01,14,Monday
ORD100106,2025-09-14 19:16:45,P1037,2,2124.0,4248.0,400003,7.4,1,0,delivered,2025-09-14,19,Sunday
ORD100107,2025-09-24 05:44:32,P1007,1,2099.0,2099.0,400002,0.5,1,0,delivered,2025-09-24,5,Wednesday
ORD100108,2025-09-17 12:57:04,P1025,1,764.0,764.0,400002,42.8,0,0,delivered,2025-09-17,12,Wednesday
ORD100109,2025-09-03 11:51:29,P1034,1,599.0,599.0,400013,73.5,0,0,delivered,2025-09-03,11,Wednesday
ORD100110,2025-09-24 04:35:41,P1035,2,959.0,1918.0,400015,0.5,1,0,delivered,2025-09-24,4,Wednesday
ORD100111,2025-09-04 04:07:50,P1034,1,599.0,599.0,400017,72.6,0,1,returned,2025-09-04,4,Thursday
ORD100112,2025-09-24 20:55:34,P1011,2,764.0,1528.0,400018,0.5,1,0,delivered,2025-09-24,20,Wednesday
ORD100113,2025-09-29 00:16:42,P1034,2,599.0,1198.0,400003,63.1,0,0,delivered,2025-09-29,0,Monday
ORD100114,2025-09-08 08:46:29,P1012,1,1599.0,1599.0,400008,1.5,1,0,delivered,2025-09-08,8,Monday
ORD100115,2025-09-28 07:45:20,P1036,2,2249.0,4498.0,400009,1.6,1,0,delivered,2025-09-28,7,Sunday
ORD100116,2025-09-05 03:14:34,P1015,1,2249.0,2249.0,400011,6.5,1,0,delivered,2025-09-05,3,Friday
ORD100117,2025-09-06 18:00:21,P1028,1,2999.0,2999.0,400014,2.1,1,0,delivered,2025-09-06,18,Saturday
ORD100118,2025-09-30 10:24:40,P1002,1,1529.0,1529.0,400015,3.4,1,0,delivered,2025-09-30,10,Tuesday
ORD100119,2025-10-01 00:30:34,P1034,1,599.0,599.0,400007,38.3,0,0,delivered,2025-10-01,0,Wednesday
ORD100120,2025-09-26 08:50:28,P1034,1,599.0,599.0,400017,48.9,0,0,delivered,2025-09-26,8,Friday
ORD100121,2025-09-22 20:53:14,P1007,1,2099.0,2099.0,400002,3.1,1,1,returned,2025-09-22,20,Monday
ORD100122,2025-09-15 10:26:29,P1011,1,764.0,764.0,400010,0.6,1,0,delivered,2025-09-15,10,Monday
ORD100123,2025-09-21 19:37:22,P1011,1,764.0,764.0,400016,0.5,1,0,delivered,2025-09-21,19,Sunday
ORD100124,2025-09-28 14:30:04,P1012,1,1599.0,1599.0,400019,0.2,1,0,delivered,2025-09-28,14,Sunday
ORD100125,2025-09-03 22:10:24,P1038,1,539.0,539.0,400001,1.4,1,0,delivered,2025-09-03,22,Wednesday
ORD100126,2025-09-05 19:36:55,P1027,1,849.0,849.0,400008,1.9,1,0,delivered,2025-09-05,19,Friday
ORD100127,2025-10-01 08:46:40,P1011,2,764.0,1528.0,400019,1.1,1,0,delivered,2025-10-01,8,Wednesday
ORD100128,2025-09-13 20:20:06,P1028,1,2999.0,2999.0,400009,0.9,1,0,delivered,2025-09-13,20,Saturday
ORD100129,2025-09-08 14:59:05,P1001,1,3149.0,3149.0,400015,2.8,1,0,delivered,2025-09-08,14,Monday
ORD100130,2025-09-09 10:30:26,P1007,1,2099.0,2099.0,400004,3.9,1,1,returned,2025-09-09,10,Tuesday
ORD100131,2025-09-04 15:27:24,P1034,1,599.0,599.0,400014,36.7,0,0,delivered,2025-09-04,15,Thursday
ORD100132,2025-09-01 03:07:02,P1034,2,599.0,1198.0,400017,33.8,0,0,delivered,2025-09-01,3,Monday
ORD100133,2025-09-22 20:52:29,P1033,1,1649.0,1649.0,400012,2.6,1,0,delivered,2025-09-22,20,Monday
ORD100134,2025-09-29 19:50:24,P1011,1,764.0,764.0,400017,0.5,1,0,delivered,2025-09-29,19,Monday
ORD100135,2025-09-15 03:20:30,P1033,1,1649.0,1649.0,400006,5.7,1,0,delivered,2025-09-15,3,Monday
ORD100136,2025-09-12 05:41:21,P1033,2,1649.0,3298.0,400011,9.2,1,0,delivered,2025-09-12,5,Friday
ORD100137,2025-09-14 17:23:26,P1014,1,449.0,449.0,400011,10.5,1,0,delivered,2025-09-14,17,Sunday
ORD100138,2025-09-23 00:59:05,P1009,1,1599.0,1599.0,400017,3.4,1,0,delivered,2025-09-23,0,Tuesday
ORD100139,2025-09-12 07:57:30,P1034,1,599.0,599.0,400013,14.4,1,0,delivered,2025-09-12,7,Friday
ORD100140,2025-10-01 08:14:43,P1033,1,1649.0,1649.0,400016,3.2,1,0,delivered,2025-10-01,8,Wednesday
ORD100141,2025-10-03 02:20:02,P1033,1,1649.0,1649.0,400017,1.3,1,0,delivered,2025-10-03,2,Friday
ORD100142,2025-09-21 15:19:22,P1009,1,1599.0,1599.0,400017,9.7,1,0,delivered,2025-09-21,15,Sunday
ORD100143,2025-09-27 10:27:40,P1039,1,1259.0,1259.0,400008,6.8,1,0,delivered,2025-09-27,10,Saturday
ORD100144,2025-10-02 10:32:56,P1002,1,1529.0,1529.0,400020,0.7,1,0,delivered,2025-10-02,10,Thursday
ORD100145,2025-09-13 21:29:03,P1009,1,1599.0,1599.0,400006,4.1,1,0,delivered,2025-09-13,21,Saturday
ORD100146,2025-09-04 11:11:54,P1001,1,3149.0,3149.0,400018,7.1,1,0,delivered,2025-09-04,11,Thursday
ORD100147,2025-09-09 01:18:50,P1012,2,1599.0,3198.0,400003,1.4,1,0,delivered,2025-09-09,1,Tuesday
ORD100148,2025-09-29 21:16:35,P1034,1,599.0,599.0,400011,46.0,0,0,delivered,2025-09-29,21,Monday
ORD100149,2025-09-15 00:15:20,P1023,1,1274.0,1274.0,400004,1.0,1,0,delivered,2025-09-15,0,Monday
ORD100150,2025-09-07 00:52:57,P1033,1,1649.0,1649.0,400013,1.5,1,0,delivered,2025-09-07,0,Sunday
ORD100151,2025-09-15 18:17:30,P1008,1,539.0,539.0,400019,0.2,1,0,delivered,2025-09-15,18,Monday
ORD100152,2025-09-14 05:11:23,P1009,1,1599.0,1599.0,400015,5.7,1,0,delivered,2025-09-14,5,Sunday
ORD100153,2025-09-27 05:07:26,P1001,1,3149.0,3149.0,400001,1.2,1,0,delivered,2025-09-27,5,Saturday
ORD100154,2025-09-22 06:01:33,P1001,3,3149.0,9447.0,400014,10.0,1,0,delivered,2025-09-22,6,Monday
ORD100155,2025-09-30 00:45:47,P1030,1,839.0,839.0,400001,0.8,1,0,delivered,2025-09-30,0,Tuesday
ORD100156,2025-09-21 23:20:59,P1017,1,1374.0,1374.0,400005,2.2,1,0,delivered,2025-09-21,23,Sunday
ORD100157,2025-09-30 07:22:38,P1038,1,539.0,539.0,400019,1.3,1,0,delivered,2025-09-30,7,Tuesday
ORD100158,2025-09-02 06:08:05,P1036,1,2249.0,2249.0,400006,1.6,1,0,delivered,2025-09-02,6,Tuesday
ORD100159,2025-09-12 02:42:58,P1034,1,599.0,599.0,400011,32.9,0,0,delivered,2025-09-12,2,Friday
ORD100160,2025-09-29 12:02:52,P1007,1,2099.0,2099.0,400017,2.0,1,0,delivered,2025-09-29,12,Monday
ORD100161,2025-10-03 15:15:53,P1020,1,359.0,359.0,400009,1.0,1,0,delivered,2025-10-03,15,Friday
ORD100162,2025-09-28 23:22:35,P1012,2,1599.0,3198.0,400015,0.2,1,0,delivered,2025-09-28,23,Sunday
ORD100163,2025-09-09 12:06:43,P1011,1,764.0,764.0,400017,1.0,1,0,delivered,2025-09-09,12,Tuesday
ORD100164,2025-09-26 04:38:12,P1008,2,539.0,1078.0,400013,2.5,1,0,delivered,2025-09-26,4,Friday
ORD100165,2025-09-14 12:04:33,P1025,1,764.0,764.0,400002,4.0,1,0,delivered,2025-09-14,12,Sunday
ORD100166,2025-09-29 09:57:30,P1026,1,3399.0,3399.0,400007,1.9,1,0,delivered,2025-09-29,9,Monday
ORD100167,2025-10-01 19:34:40,P1020,2,359.0,718.0,400012,1.0,1,0,delivered,2025-10-01,19,Wednesday
ORD100168,2025-09-05 10:18:18,P1003,1,2099.0,2099.0,400013,4.7,1,1,returned,2025-09-05,10,Friday
ORD100169,2025-09-17 21:24:14,P1024,1,359.0,359.0,400012,0.5,1,0,delivered,2025-09-17,21,Wednesday
ORD100170,2025-09-17 04:19:56,P1011,2,764.0,1528.0,400009,2.5,1,0,delivered,2025-09-17,4,Wednesday
ORD100171,2025-10-03 12:45:43,P1003,1,2099.0,2099.0,400019,1.0,1,0,delivered,2025-10-03,12,Friday
ORD100172,2025-09-08 19:22:28,P1033,1,1649.0,1649.0,400002,3.8,1,0,delivered,2025-09-08,19,Monday
ORD100173,2025-09-20 23:36:04,P1011,1,764.0,764.0,400004,6.8,1,0,delivered,2025-09-20,23,Saturday
ORD100174,2025-09-25 01:15:47,P1024,1,359.0,359.0,400009,2.3,1,0,delivered,2025-09-25,1,Thursday
ORD100175,2025-10-03 03:57:56,P1025,1,764.0,764.0,400003,34.9,0,0,delivered,2025-10-03,3,Friday
ORD100176,2025-09-27 16:54:32,P1001,2,3149.0,6298.0,400018,6.4,1,0,delivered,2025-09-27,16,Saturday
ORD100177,2025-09-23 01:54:38,P1035,1,959.0,959.0,400015,4.5,1,0,delivered,2025-09-23,1,Tuesday
ORD100178,2025-09-16 06:26:20,P1024,1,359.0,359.0,400009,3.4,1,0,delivered,2025-09-16,6,Tuesday
ORD100179,2025-09-16 16:38:28,P1035,1,959.0,959.0,400015,2.0,1,0,delivered,2025-09-16,16,Tuesday
ORD100180,2025-09-20 14:53:53,P1039,2,1259.0,2518.0,400017,3.1,1,0,delivered,2025-09-20,14,Saturday
ORD100181,2025-09-01 01:20:27,P1012,1,1599.0,1599.0,400009,2.8,1,0,delivered,2025-09-01,1,Monday
ORD100182,2025-09-23 10:14:29,P1034,1,599.0,599.0,400017,15.8,1,0,delivered,2025-09-23,10,Tuesday
ORD100183,2025-09-03 15:09:08,P1035,1,959.0,959.0,400008,0.5,1,0,delivered,2025-09-03,15,Wednesday
ORD100184,2025-09-26 04:01:32,P1033,1,1649.0,1649.0,400002,2.5,1,0,delivered,2025-09-26,4,Friday
ORD100185,2025-10-01 05:25:15,P1007,1,2099.0,2099.0,400011,0.2,1,0,delivered,2025-10-01,5,Wednesday
ORD100186,2025-09-25 04:47:11,P1035,1,959.0,959.0,400009,6.7,1,1,returned,2025-09-25,4,Thursday
ORD100187,2025-09-22 11:00:54,P1028,1,2999.0,2999.0,400003,2.9,1,0,delivered,2025-09-22,11,Monday
ORD100188,2025-09-10 21:09:45,P1003,1,2099.0,2099.0,400002,8.1,1,0,delivered,2025-09-10,21,Wednesday
ORD100189,2025-09-27 15:53:14,P1033,1,1649.0,1649.0,400010,3.1,1,0,delivered,2025-09-27,15,Saturday
ORD100190,2025-09-14 23:34:41,P1007,1,2099.0,2099.0,400002,1.5,1,0,delivered,2025-09-14,23,Sunday
ORD100191,2025-09-24 12:43:48,P1001,1,3149.0,3149.0,400014,3.8,1,0,delivered,2025-09-24,12,Wednesday
ORD100192,2025-09-02 09:38:07,P1020,1,359.0,359.0,400005,3.0,1,0,delivered,2025-09-02,9,Tuesday
ORD100193,2025-09-30 13:23:12,P1007,2,2099.0,4198.0,400011,0.2,1,0,delivered,2025-09-30,13,Tuesday
ORD100194,2025-09-12 14:48:06,P1011,1,764.0,764.0,400004,0.8,1,1,returned,2025-09-12,14,Friday
ORD100195,2025-09-08 16:31:26,P1003,1,2099.0,2099.0,400002,6.5,1,0,delivered,2025-09-08,16,Monday
ORD100196,2025-09-27 17:46:26,P1001,1,3149.0,3149.0,400018,8.9,1,1,returned,2025-09-27,17,Saturday
ORD100197,2025-09-27 19:25:10,P1002,1,1529.0,1529.0,400002,0.2,1,0,delivered,2025-09-27,19,Saturday
ORD100198,2025-09-05 12:35:47,P1027,1,849.0,849.0,400008,1.2,1,0,delivered,2025-09-05,12,Friday
ORD100199,2025-09-06 12:11:30,P1034,2,599.0,1198.0,400004,28.5,0,0,delivered,2025-09-06,12,Saturday
ORD100200,2025-09-06 16:51:28,P1028,1,2999.0,2999.0,400012,2.2,1,1,returned,2025-09-06,16,Saturday
ORD100201,2025-09-25 04:38:58,P1001,1,3149.0,3149.0,400009,4.8,1,1,returned,2025-09-25,4,Thursday
ORD100202,2025-09-25 16:52:43,P1007,1,2099.0,2099.0,400018,2.6,1,0,delivered,2025-09-25,16,Thursday
ORD100203,2025-09-14 06:33:47,P1011,1,764.0,764.0,400020,2.6,1,0,delivered,2025-09-14,6,Sunday
ORD100204,2025-09-24 10:09:09,P1025,1,764.0,764.0,400001,10.4,1,0,delivered,2025-09-24,10,Wednesday
ORD100205,2025-09-12 19:58:01,P1012,1,1599.0,1599.0,400010,3.6,1,0,delivered,2025-09-12,19,Friday
ORD100206,2025-09-27 18:16:13,P1033,1,1649.0,1649.0,400010,2.9,1,0,delivered,2025-09-27,18,Saturday
ORD100207,2025-09-19 14:54:36,P1034,1,599.0,599.0,400007,58.1,0,1,returned,2025-09-19,14,Friday
ORD100208,2025-09-30 02:19:31,P1009,1,1599.0,1599.0,400015,1.0,1,0,delivered,2025-09-30,2,Tuesday
ORD100209,2025-09-07 15:02:37,P1034,3,599.0,1797.0,400015,50.9,0,0,delivered,2025-09-07,15,Sunday
ORD100210,2025-09-14 09:51:05,P1006,1,539.0,539.0,400003,3.4,1,0,delivered,2025-09-14,9,Sunday
ORD100211,2025-09-17 11:59:00,P1023,1,1274.0,1274.0,400011,1.0,1,0,delivered,2025-09-17,11,Wednesday
ORD100212,2025-09-13 23:16:43,P1007,1,2099.0,2099.0,400011,1.8,1,0,delivered,2025-09-13,23,Saturday
ORD100213,2025-09-01 02:59:19,P1028,1,2999.0,2999.0,400013,2.7,1,0,delivered,2025-09-01,2,Monday
ORD100214,2025-09-15 11:50:33,P1012,1,1599.0,1599.0,400019,0.8,1,0,delivered,2025-09-15,11,Monday
ORD100215,2025-09-29 03:39:34,P1033,1,1649.0,1649.0,400005,3.1,1,0,delivered,2025-09-29,3,Monday
ORD100216,2025-09-24 18:28:20,P1008,1,539.0,539.0,400018,0.4,1,0,delivered,2025-09-24,18,Wednesday
ORD100217,2025-09-22 16:15:55,P1011,1,764.0,764.0,400015,0.5,1,0,delivered,2025-09-22,16,Monday
ORD100218,2025-09-24 12:17:55,P1028,2,2999.0,5998.0,400011,0.5,1,1,returned,2025-09-24,12,Wednesday
